Brain region,PV [mm^-3],std PV [mm^-3],SST [mm^-3],std SST [mm^-3],VIP [mm^-3],std VIP [mm^-3],Rest inh. [mm^-3],std Rest inh. [mm^-3],GAD67 [mm^-3],std GAD67 [mm^-3],Non inh. [mm^-3],std Non inh. [mm^-3],Neuron [mm^-3],Volumes [mm^3]
Basic cell groups and regions,5973.539694,0,5358.54697,0,1049.199722,0,21529.97691,0,33911.26329,0,21529.97691,0,167290.1252,428.9553906
Cerebrum,2432.280489,0,5223.492013,0,1607.10774,0,15604.68075,0,24867.56099,0,15604.68075,0,91788.34042,267.9844063
Cerebral cortex,2858.693804,43.55837109,5029.761702,45.64288572,1974.603422,31.93578088,13385.13401,42.72785438,23248.19293,8.644608742,13385.13401,8.644608742,104507.9059,216.5092188
Cortical plate,2888.525098,0,4806.314953,0,2013.841285,0,13105.41294,0,22814.09427,0,13105.41294,0,106000.582,208.0747031
Isocortex,4167.209868,0,4485.086327,0,2258.434624,0,7030.134426,0,17940.86524,0,7030.134426,0,72779.54043,123.1771719
"Frontal pole, cerebral cortex",1144.452697,0,1249.254927,0,1941.571534,0,12824.6425,0,17159.92166,0,12824.6425,0,30999.83875,0.594328125
"Frontal pole, layer 1",278.7124936,0,967.0840613,115.2691099,1712.59699,316.0053715,13018.16897,292.2628088,15976.56252,0,13018.16897,0,15976.56252,0.4975
"Frontal pole, layer 2/3",5592.599878,588.7432155,2699.040367,0,3118.035868,73.18257897,11830.30931,420.304013,23239.98542,0,11830.30931,0,108188.9811,0.096828125
Somatomotor areas,3625.455723,0,3059.802497,0,2184.003158,0,6357.993575,0,15227.25495,0,6357.993575,0,44291.67889,22.24823438
Primary motor area,3695.997218,0,3150.352497,0,2141.861035,0,5642.987825,0,14631.19857,0,5642.987825,0,43366.37094,11.99435938
"Primary motor area, Layer 1",61.94753406,0,358.3517989,16.27569091,1405.596005,372.4077549,17150.60606,288.7690303,18976.5014,0,17150.60606,0,18976.5014,1.774671875
"Primary motor area, Layer 2/3",4387.768165,130.5799917,2737.965069,165.336779,4071.366078,265.846339,3347.44685,649.9895637,14544.54616,524.5394475,3347.44685,524.5394475,55020.01907,3.9456875
"Primary motor area, Layer 5",5055.612808,435.3765568,4511.170013,0,1241.91453,23.96263959,3788.819494,694.4743461,14597.51684,534.2067522,3788.819494,534.2067522,45761.64947,3.60340625
"Primary motor area, Layer 6a",3283.747235,89.82300739,3801.240301,353.5188376,994.6547426,53.43560997,4319.416735,780.8028681,12399.05901,442.9285961,4319.416735,442.9285961,39860.45253,2.33653125
"Primary motor area, Layer 6b",3048.577763,58.41796004,3622.23726,118.0327639,994.6539108,3.182911828,880.7887526,257.4101104,8546.257686,328.2955939,880.7887526,328.2955939,33975.57753,0.3340625
Secondary motor area,3542.940572,0,2953.882613,0,2233.298451,0,7194.363817,0,15924.48545,0,7194.363817,0,45374.04786,10.253875
"Secondary motor area, layer 1",120.2332076,0,470.2207709,34.45822275,1806.535118,72.58027994,21740.2024,27.32509972,24137.19149,0,21740.2024,0,24137.19149,2.057125
"Secondary motor area, layer 2/3",4746.825353,206.3528016,3008.508607,17.14220679,4190.143589,0,2431.040402,548.3667596,14376.51795,525.3176967,2431.040402,525.3176967,66274.43561,3.309296875
"Secondary motor area, layer 5",4650.0022,417.7169371,4031.685563,238.8158019,1167.974974,1.248130893,4760.130929,991.6358227,14609.79367,521.9019075,4760.130929,521.9019075,41561.15027,3.183515625
"Secondary motor area, layer 6a",3366.941404,85.61718134,3841.330035,477.5076242,938.4135094,11.83267966,3697.206789,534.934207,11843.89174,423.0965524,3697.206789,423.0965524,37832.98118,1.581953125
"Secondary motor area, layer 6b",1993.5551,417.2269985,3718.951754,0,938.4214161,175.1563473,0,0,6650.928271,130.4048275,0,130.4048275,33809.56081,0.121984375
Somatosensory areas,4895.666298,0,4571.693528,0,1995.311782,0,4509.555362,0,15972.22697,0,4509.555362,0,64140.78319,37.1779375
Primary somatosensory area,4926.3722,0,4530.286849,0,2000.794727,0,4423.506623,0,15880.9604,0,4423.506623,0,62868.13172,31.23134375
"Primary somatosensory area, layer 1",41.79363134,0,459.631527,0,1151.406222,144.4475314,14381.7583,22.05306751,16034.58968,0,14381.7583,0,16034.58968,0.353625
"Primary somatosensory area, layer 2/3",5345.639335,480.0147778,2717.128815,0,4026.864896,166.9213401,14882.35931,3049.577698,26971.99236,2914.187783,14882.35931,2914.187783,60212.60003,0.78790625
"Primary somatosensory area, layer 4",9678.044627,102.1716323,4129.285116,43.80220213,1602.627158,140.4221993,11822.00204,2304.317129,27231.95894,1996.592083,11822.00204,1996.592083,69589.66018,0.250828125
"Primary somatosensory area, layer 5",10545.0578,449.2911838,5688.03188,36.90775907,1012.019108,38.80445558,7070.884114,1258.34445,24315.9929,822.8654777,7070.884114,822.8654777,51360.84608,0.8765
"Primary somatosensory area, layer 6a",4485.585914,209.4202222,4629.573575,0,1047.649109,0,4041.179173,191.6935808,14203.98777,0,4041.179173,0,62515.23197,0.571328125
"Primary somatosensory area, layer 6b",4485.516295,239.3833836,4629.553199,311.3632156,1047.582303,18.82071866,4041.288064,671.7965681,14203.93986,155.3693244,4041.288064,155.3693244,42794.24321,0.079890625
"Primary somatosensory area, nose",5940.639996,0,4683.249957,0,1761.600649,0,3772.438053,0,16157.92866,0,3772.438053,0,42117.1353,1.420203125
"Primary somatosensory area, nose, layer 1",267.0767916,0,868.6035032,0,1350.823495,241.9744351,6918.851413,0,9405.355202,0,6918.851413,0,9405.355202,0.175640625
"Primary somatosensory area, nose, layer 2/3",4901.545612,1315.434441,2920.293143,0,3883.287896,906.8177716,7175.196095,1657.8199,18880.32275,674.46864,7175.196095,674.46864,48648.02956,0.3983125
"Primary somatosensory area, nose, layer 4",12144.48797,1718.970012,5821.410899,262.3495666,1539.14083,230.5785794,1.22185E-12,1036.908756,19505.0397,429.3381455,1.22185E-12,429.3381455,56070.30237,0.162828125
"Primary somatosensory area, nose, layer 5",10022.36379,2718.560623,8073.546811,107.1842757,768.3606885,14.12484859,4.88472E-13,2342.137447,18864.27129,437.1094243,4.88472E-13,437.1094243,36559.76642,0.349109375
"Primary somatosensory area, nose, layer 6a",2875.436352,286.5276359,4693.139378,135.1151958,595.1094194,0,1863.85183,493.4007373,10027.53698,360.1706141,1863.85183,360.1706141,52110.46846,0.274984375
"Primary somatosensory area, nose, layer 6b",2875.426008,89.6772626,4693.129904,622.6386003,595.0976336,202.8197761,13010.63366,1003.535298,21174.28721,756.4088729,13010.63366,756.4088729,43201.47363,0.059328125
"Primary somatosensory area, barrel field",3977.509431,0,4557.276798,0,1897.977125,0,1749.631456,0,12182.39481,0,1749.631456,0,70796.33255,10.37779688
"Primary somatosensory area, barrel field, layer 1",100.8176925,0,600.8077387,13.85368312,899.839407,64.76598083,17554.11199,0.259259635,19155.57682,0,17554.11199,0,19155.57682,1.034359375
"Primary somatosensory area, barrel field, layer 2/3",4502.871944,192.1435542,3050.181093,377.562425,3667.056684,331.788692,0.010159201,64.76977972,11220.11988,1166.327036,0.010159201,1166.327036,70348.53789,2.967796875
"Primary somatosensory area, barrel field, layer 4",6065.976676,1672.788575,3603.834942,248.209868,1980.750541,736.3411631,0,831.1872326,11650.56216,1577.4664,0,1577.4664,110972.2442,1.36871875
"Primary somatosensory area, barrel field, layer 5",6428.586767,2285.2238,8360.175048,50.20905966,1495.477763,28.49277798,0.007086412,0,16284.24666,2321.846732,0.007086412,2321.846732,64202.41401,2.457328125
"Primary somatosensory area, barrel field, layer 6a",1174.046356,343.0191606,5044.411027,541.5066874,587.1551876,2.999838519,0.005547963,141.8664479,6805.618118,72.44086773,0.005547963,72.44086773,82256.71423,2.160984375
"Primary somatosensory area, barrel field, layer 6b",3018.545355,421.7466772,3199.873231,311.4283553,587.1737635,0,1.60901E-12,0,6805.59235,56.05695534,1.60901E-12,56.05695534,48131.55673,0.388609375
"Primary somatosensory area, lower limb",5200.072609,0,4760.979874,0,2260.666729,0,4423.661698,0,16645.38091,0,4423.661698,0,58464.1681,3.262578125
"Primary somatosensory area, lower limb, layer 1",187.7540246,264.9198341,561.0273457,457.9723567,1594.610269,11.27968208,21126.02602,544.388265,23469.41766,0,21126.02602,0,23469.41766,0.345375
"Primary somatosensory area, lower limb, layer 2/3",3868.948668,56.15982025,3446.270444,0,4762.660017,0,5007.351609,411.2485806,17085.23074,610.3308347,5007.351609,610.3308347,70361.69354,0.798984375
"Primary somatosensory area, lower limb, layer 4",9656.610334,34.1582442,4594.873465,144.5624297,2969.522713,90.01367994,0.048874283,226.711083,17221.05539,373.833483,0.048874283,373.833483,68427.59847,0.30334375
"Primary somatosensory area, lower limb, layer 5",8176.195682,216.198859,6807.412249,5.660175728,1411.304679,40.90211605,995.7238053,726.3778989,17390.63641,618.8838947,995.7238053,618.8838947,63436.30156,0.914765625
"Primary somatosensory area, lower limb, layer 6a",3778.421239,6.905905502,5515.756957,438.1577116,919.6260834,114.9927541,2928.748781,839.2088135,13142.55306,469.48778,2928.748781,469.48778,56244.53688,0.75953125
"Primary somatosensory area, lower limb, layer 6b",3778.425079,0,5515.688095,1175.261541,919.6910886,58.4778869,0,354.2867953,10213.80426,852.5806794,0,852.5806794,34958.18633,0.140578125
"Primary somatosensory area, mouth",5490.632826,0,4439.514652,0,1887.332513,0,3262.718022,0,15080.19801,0,3262.718022,0,36891.05824,2.96596875
"Primary somatosensory area, mouth, layer 1",191.3745886,957.0521882,799.82797,0,1319.945301,878.5365268,10464.33267,1519.021563,12775.48053,0,10464.33267,0,12775.48053,0.357515625
"Primary somatosensory area, mouth, layer 2/3",4257.288642,130.9252682,2774.887965,39.6043503,4039.355252,33.91286339,5227.052962,817.645656,16298.58482,582.2328452,5227.052962,582.2328452,41633.70145,0.790296875
"Primary somatosensory area, mouth, layer 4",9982.302715,750.9716722,4409.634823,0,1822.351258,0,3634.354166,1264.886472,19848.64296,709.0506563,3634.354166,709.0506563,38881.26842,0.30675
"Primary somatosensory area, mouth, layer 5",9334.185619,178.621443,7222.756524,240.0307416,960.9188262,0,0.017392794,0,17517.87836,431.7040518,0.017392794,431.7040518,37493.05336,0.819265625
"Primary somatosensory area, mouth, layer 6a",3095.988167,0,4939.048069,366.4409183,848.5726652,32.7203593,1170.762595,402.2851285,10054.3715,368.3829487,1170.762595,368.3829487,43404.17972,0.584953125
"Primary somatosensory area, mouth, layer 6b",3095.951837,26.26061479,4939.029437,682.4675985,848.5048181,62.73728121,49.81932451,791.5685451,8933.305417,323.6019816,49.81932451,323.6019816,36518.23574,0.1071875
"Primary somatosensory area, upper limb",4687.864251,0,4503.246964,0,1987.569764,0,3164.397081,0,14343.07806,0,3164.397081,0,41829.67974,5.427921875
"Primary somatosensory area, upper limb, layer 1",155.4907033,84.27101484,746.9494376,82.52093997,1440.818433,109.957366,11473.12308,361.5943408,13816.38166,0,11473.12308,0,13816.38166,0.5773125
"Primary somatosensory area, upper limb, layer 2/3",4190.719923,641.1028438,3278.644936,99.51771139,4239.501702,153.5498919,3278.309805,669.9011428,14987.17637,544.2224267,3278.309805,544.2224267,45640.78985,1.477
"Primary somatosensory area, upper limb, layer 4",10357.21741,70.94328794,4453.685943,584.836122,2050.861527,193.3239587,1.57881E-12,627.0383852,16861.76488,777.3793474,1.57881E-12,777.3793474,58104.58574,0.5760625
"Primary somatosensory area, upper limb, layer 5",6397.317976,1215.695869,8042.360697,539.8231978,1072.246624,0,0,288.9063544,15511.9253,1251.403142,0,1251.403142,41325.25198,1.4325
"Primary somatosensory area, upper limb, layer 6a",3015.20255,416.851478,4401.045654,33.41050409,716.0198571,0,4944.120505,576.2650312,13076.38857,467.1255859,4944.120505,467.1255859,45162.90468,1.155
"Primary somatosensory area, upper limb, layer 6b",2631.695247,287.250574,0,66.78091343,716.0604166,98.48121737,4.05934E-13,0.000715759,3347.755664,0,4.05934E-13,0,32502.10685,0.210046875
"Primary somatosensory area, trunk",5482.722768,0,4747.560967,0,2259.903329,0,9212.876944,0,21703.06401,0,9212.876944,0,100272.0545,4.856796875
"Primary somatosensory area, trunk, layer 1",148.021052,110.0634016,314.6267944,34.39533829,1117.399001,26.04714824,44696.61269,214.4140942,46276.65953,0,44696.61269,0,46276.65953,0.51665625
"Primary somatosensory area, trunk, layer 2/3",3960.836369,0,3457.848395,49.83351312,4805.65809,717.2798101,8456.124051,967.1909996,20680.4669,738.7617687,8456.124051,738.7617687,116670.0179,1.37846875
"Primary somatosensory area, trunk, layer 4",9462.954286,165.361538,4458.162875,89.83715604,2390.461558,194.7119771,2499.591214,736.8597751,18811.16993,671.9864868,2499.591214,671.9864868,136428.972,0.531859375
"Primary somatosensory area, trunk, layer 5",9523.539387,184.9819004,8591.523742,260.8358987,1219.262118,75.32094049,2788.368351,748.1266498,22122.6936,790.2819736,2788.368351,790.2819736,98591.22115,1.2711875
"Primary somatosensory area, trunk, layer 6a",3542.876283,0,4989.247733,57.46463581,822.3808507,86.43833767,5283.796268,503.2165263,14638.30114,522.9201525,5283.796268,522.9201525,95764.34729,0.96934375
"Primary somatosensory area, trunk, layer 6b",2740.236994,240.7994649,0,97.20381585,822.3786426,193.1453654,0,0.000820823,3562.615637,0,0,0,61011.7194,0.18928125
Supplemental somatosensory area,4734.399759,0,4789.160243,0,1966.515509,0,4961.480927,0,16451.55644,0,4961.480927,0,70824.71303,5.94659375
"Supplemental somatosensory area, layer 1",233.7585879,360.7360937,764.010676,28.13732332,1847.980253,174.1398158,15994.87304,339.143016,18840.62256,0,15994.87304,0,18840.62256,0.7115
"Supplemental somatosensory area, layer 2/3",3558.301012,0,2880.243547,127.7740679,4092.620488,479.8355364,6235.78805,947.9120388,16766.9531,598.9608569,6235.78805,598.9608569,81781.51259,1.475953125
"Supplemental somatosensory area, layer 4",8947.803287,0,5382.854267,23.9436368,2543.889567,406.8770444,1725.978138,783.0833936,18600.52526,664.4618683,1725.978138,664.4618683,86635.70074,0.711359375
"Supplemental somatosensory area, layer 5",8365.355834,32.04469397,8337.819531,106.1101848,1161.698521,42.28454653,447.6218236,741.7223205,18312.49571,624.6505975,447.6218236,624.6505975,63819.19939,1.445015625
"Supplemental somatosensory area, layer 6a",2671.741579,197.6623423,4870.998243,32.18997919,530.597633,19.86077356,4274.818988,359.8130565,12348.15644,441.1098468,4274.818988,441.1098468,90301.52551,1.295359375
"Supplemental somatosensory area, layer 6b",2671.735325,0,4870.999601,510.1957091,530.5944879,46.79851211,4904.878585,618.1167556,12978.208,463.6175264,4904.878585,463.6175264,52807.08483,0.30740625
Gustatory areas,1898.57812,0,5595.942974,0,1954.630667,0,3236.231825,0,12685.38359,0,3236.231825,0,47002.69366,2.18296875
"Gustatory areas, layer 1",46.9869638,0,532.519277,268.6534047,1607.277194,93.60813124,4526.604831,248.2981834,6713.388266,0,4526.604831,0,6713.388266,0.374625
"Gustatory areas, layer 2/3",1940.728776,13.24595652,4336.541685,41.29642755,4464.090716,613.1362022,4579.930291,985.4022088,15321.29147,547.319648,4579.930291,547.319648,47692.31518,0.5298125
"Gustatory areas, layer 4",3488.735313,87.09495444,6425.630781,0,1685.0229,36.38518581,2439.960424,688.2915637,14039.34942,505.1079795,2439.960424,505.1079795,30516.7476,0.147828125
"Gustatory areas, layer 5",2726.704542,296.8231707,8486.985112,164.4000824,958.6774789,12.90984367,2114.475798,691.4123465,14286.84293,510.3663261,2114.475798,510.3663261,53768.14747,0.58115625
"Gustatory areas, layer 6a",1816.65856,0,6981.343992,307.2990212,897.8414753,36.95856023,503.1790355,439.2032309,10199.02306,402.4447589,503.1790355,402.4447589,73768.94575,0.469703125
"Gustatory areas, layer 6b",1816.636368,9.359716658,6981.224361,737.3540047,897.8317138,103.480379,13982.67145,882.7527673,23678.3639,845.8578973,13982.67145,845.8578973,55282.85851,0.07984375
Visceral area,2817.978947,0,5802.046525,0,2362.601472,0,5657.884429,0,16640.51137,0,5657.884429,0,61363.52939,1.764796875
"Visceral area, layer 1",82.41584487,713.7074268,593.8187772,21.29679816,1789.352201,819.6979108,10306.61865,941.69773,12772.20547,0,10306.61865,0,12772.20547,0.304609375
"Visceral area, layer 2/3",2625.12099,297.4952712,4068.631806,243.682124,5600.491435,748.0340496,7924.853901,1091.863933,20219.09813,722.2840819,7924.853901,722.2840819,77778.62246,0.401390625
"Visceral area, layer 4",6837.985535,0,7265.251881,28.30528313,2896.973619,684.8415892,3480.685255,815.2283701,20480.89629,731.6352359,3480.685255,731.6352359,64773.57916,0.181859375
"Visceral area, layer 5",4174.399189,9.594828023,9446.917745,227.7707587,1245.872322,106.8536691,2106.414456,728.8009578,16973.60371,609.7685001,2106.414456,609.7685001,62885.69862,0.44053125
"Visceral area, layer 6a",1860.320459,13.41174815,6742.622508,26.31161654,689.2352807,0,2616.318361,401.4333577,11908.49661,425.405124,2616.318361,425.405124,80928.74486,0.370953125
"Visceral area, layer 6b",1860.263975,284.6953321,6742.636158,0,689.2260276,116.1446511,17311.53286,713.4465302,26603.65902,950.3578625,17311.53286,950.3578625,56230.35809,0.065453125
Auditory areas,4298.284174,0,4780.108691,0,2152.59201,0,6826.279558,0,18057.26443,0,6826.279558,0,113231.6991,8.0595
Dorsal auditory area,4518.408529,0,4618.908932,0,2172.438467,0,5953.529982,0,17263.28591,0,5953.529982,0,99698.47528,2.5548125
"Dorsal auditory area, layer 1",75.04694331,153.5156907,321.9720729,58.57353122,1374.977278,901.2771596,26618.62485,863.3265335,28390.62115,0,26618.62485,0,28390.62115,0.3103125
"Dorsal auditory area, layer 2/3",3118.53678,107.9245051,2880.507543,99.24681325,4326.520954,264.7214595,3367.509062,566.9750208,13693.07434,489.1536935,3367.509062,489.1536935,106603.8476,0.687890625
"Dorsal auditory area, layer 4",8672.103701,956.8542822,4915.246884,81.00485125,2866.785883,126.20799,1069.242901,1234.569494,17523.37937,621.4421174,1069.242901,621.4421174,125833.3147,0.275359375
"Dorsal auditory area, layer 5",7545.0464,0,7868.744956,68.06140017,1382.465177,149.4330905,1597.970511,691.9788353,18394.22704,657.1128079,1597.970511,657.1128079,99721.75173,0.700359375
"Dorsal auditory area, layer 6a",2931.699958,394.4017663,4914.26885,198.8048572,670.8812966,75.78097637,6633.418596,979.9313339,15150.2687,541.2095163,6633.418596,541.2095163,127680.4606,0.4543125
"Dorsal auditory area, layer 6b",2931.70244,80.43936568,4914.259925,56.5808417,670.8784409,69.76669954,1630.283345,506.5279798,10147.12415,362.4835323,1630.283345,362.4835323,79570.48693,0.126578125
Primary auditory area,4762.372163,0,4590.664248,0,2058.663655,0,6045.462088,0,17457.16215,0,6045.462088,0,117885.1993,2.721078125
"Primary auditory area, layer 1",54.48793455,11.94189357,265.2532757,228.9609706,1218.709544,0,32231.55491,242.4051217,33770.00566,0,32231.55491,0,33770.00566,0.32684375
"Primary auditory area, layer 2/3",3055.826158,145.522565,2844.368581,34.27964581,4278.983862,422.5077504,3182.137306,811.7555612,13361.31591,477.3026335,3182.137306,477.3026335,133468.7617,0.73309375
"Primary auditory area, layer 4",9687.37001,317.5731208,5469.475434,273.9382025,2682.779888,0.924699412,1459.922692,737.7987768,19299.54802,735.8713086,1459.922692,735.8713086,148252.907,0.32025
"Primary auditory area, layer 5",7555.751776,320.2118592,7327.212843,67.90026116,1137.151553,8.371150551,695.8631363,716.7348167,16715.97931,646.7445633,695.8631363,646.7445633,114753.826,0.78778125
"Primary auditory area, layer 6a",2976.11365,97.79885661,5054.750615,0,563.3095762,9.313980032,5918.488014,581.5563651,14512.66186,518.4319859,5918.488014,518.4319859,146477.8148,0.43371875
"Primary auditory area, layer 6b",2976.067027,231.5131358,5054.75485,40.92355242,563.326134,0,1.30931E-12,0,8594.148011,282.5637794,1.30931E-12,282.5637794,87805.26903,0.119390625
Posterior auditory area,2855.231425,0,5478.139425,0,2988.309959,0,8614.088709,0,19935.76952,0,8614.088709,0,114368.1239,0.192765625
"Posterior auditory area, layer 1",32.98815486,0,343.3154105,1384.002845,1411.812691,239.2525214,41932.34716,1390.561245,43720.46341,0,41932.34716,0,43720.46341,0.023203125
"Posterior auditory area, layer 2/3",1162.416299,24.3564779,2949.983031,0,5462.973686,65.90666971,5530.626724,458.4359407,15105.99974,539.6274124,5530.626724,539.6274124,139511.1299,0.05334375
"Posterior auditory area, layer 4",5000.490689,0,6439.606515,546.5624638,4355.197392,416.1401232,719.8078379,1248.827258,16515.10243,562.5108315,719.8078379,562.5108315,135550.2208,0.021109375
"Posterior auditory area, layer 5",4619.308031,585.5467346,8274.553424,0,1961.843078,85.46392296,3653.452127,333.795496,18509.15666,661.1979175,3653.452127,661.1979175,109884.2823,0.06484375
"Posterior auditory area, layer 6a",2726.758293,734.162158,7208.860715,0,1081.253829,23.52458852,3622.152376,666.8924578,14639.02521,522.9476076,3622.152376,522.9476076,126370.1814,0.0230625
"Posterior auditory area, layer 6b",2726.739581,0,7208.583735,0,1080.682981,26.07596063,7896.602221,0,18912.60852,675.6448301,7896.602221,675.6448301,95603.36513,0.007203125
Ventral auditory area,3701.171682,0,5086.098568,0,2169.491803,0,8373.940898,0,19330.70295,0,8373.940898,0,121604.7429,2.59084375
"Ventral auditory area, layer 1",35.26089265,131.3025247,299.9786099,273.7692174,1502.299478,124.3166786,31588.75608,449.0360282,33426.29506,0,31588.75608,0,33426.29506,0.348875
"Ventral auditory area, layer 2/3",2157.352096,36.09664734,3286.912897,63.58920575,4680.913606,434.2558519,10223.06163,552.9357757,20348.24023,726.8939471,10223.06163,726.8939471,143457.6932,0.6103125
"Ventral auditory area, layer 4",7344.175232,235.4790365,5944.329612,0,3231.385326,63.32049529,1083.60169,714.905588,17603.49186,633.5222695,1083.60169,633.5222695,147302.0709,0.292921875
"Ventral auditory area, layer 5",6128.304398,213.6989418,8094.031977,270.24655,1296.959915,26.46164615,1942.782148,777.1501779,17462.07844,668.781384,1942.782148,668.781384,119778.8186,0.759453125
"Ventral auditory area, layer 6a",2511.337876,13.1835109,5486.671402,0,532.30332,125.104841,5715.580726,412.3063479,14245.89332,508.9022248,5715.580726,508.9022248,154460.2108,0.46240625
"Ventral auditory area, layer 6b",2511.307728,294.0711319,5486.668833,22.73673195,532.3240474,126.017174,0,0,8530.300609,369.9594009,0,369.9594009,88175.42083,0.116875
Visual areas,5753.178914,0,4810.205592,0,2833.072241,0,10841.05058,0,24237.50732,0,10841.05058,0,100113.7468,12.95720313
Anterolateral visual area,4548.76532,0,4796.29903,0,2462.301218,0,5356.348581,0,17163.71415,0,5356.348581,0,89818.41943,2.052421875
"Anterolateral visual area, layer 1",92.73902534,15.1911536,269.4584956,73.74187597,1030.168929,151.3131582,21507.62792,221.2294488,22899.99436,0,21507.62792,0,22899.99436,0.2748125
"Anterolateral visual area, layer 2/3",3341.032258,39.30199503,2919.136465,136.7861178,5093.39658,0,1686.602567,449.2298884,13040.16787,465.8301461,1686.602567,465.8301461,94713.36185,0.552796875
"Anterolateral visual area, layer 4",7247.476461,291.0078342,5348.918459,159.3315525,3142.376007,75.29632389,3447.436836,972.8201718,19186.20776,685.3839331,3447.436836,685.3839331,108982.3652,0.228296875
"Anterolateral visual area, layer 5",7874.246343,405.1753423,8514.102493,144.335269,1499.681073,0,2332.14209,755.1919886,20220.172,761.2782747,2332.14209,761.2782747,94629.33575,0.590953125
"Anterolateral visual area, layer 6a",2849.635489,1194.687079,4694.000332,161.1042125,866.273783,6.604684168,5684.192693,1402.835011,14094.1023,495.7281391,5684.192693,495.7281391,117801.7928,0.31825
"Anterolateral visual area, layer 6b",2849.582898,118.6628082,4694.018848,403.2290373,866.2723095,6.050967082,2019.794836,571.9047639,10429.66889,372.5767679,2019.794836,372.5767679,84782.56836,0.0873125
Anteromedial visual area,4135.947433,0,5343.398921,0,2909.624042,0,6931.094799,0,19320.06519,0,6931.094799,0,90933.27945,1.88353125
"Anteromedial visual area, layer 1",125.6085255,0,738.0096431,0,2125.240994,309.2690359,32576.56076,281.8063274,35565.41992,0,32576.56076,0,35565.41992,0.3025
"Anteromedial visual area, layer 2/3",2984.819397,0,3830.085589,48.77368057,6572.722379,535.1208908,2124.774778,971.583356,15512.40214,554.1451352,2124.774778,554.1451352,115130.1535,0.478953125
"Anteromedial visual area, layer 4",6304.601514,73.83729331,6295.058363,65.34505268,3860.664822,205.0141803,3276.545886,659.0324883,19736.87058,730.8892061,3276.545886,730.8892061,111422.9653,0.18778125
"Anteromedial visual area, layer 5",7445.543782,499.1571409,8840.676452,239.6656544,1273.36589,53.1274757,0,659.9469746,17559.58612,327.4775886,0,327.4775886,89627.18576,0.496421875
"Anteromedial visual area, layer 6a",3452.199209,0,5829.448796,314.8194007,795.3802959,21.50131429,3263.297813,706.1336351,13340.32611,549.6900332,3263.297813,549.6900332,98470.61078,0.326640625
"Anteromedial visual area, layer 6b",3452.161723,420.1571954,5829.442724,0,795.3780394,62.23532705,5498.552281,897.7319862,15575.53477,556.4015803,5498.552281,556.4015803,85435.40771,0.091234375
Lateral visual area,4537.881834,0,5026.909825,0,2867.564094,0,3484.058624,0,15916.41438,0,3484.058624,0,64956.86303,0.90309375
"Lateral visual area, layer 1",65.0052344,470.6120533,222.3354596,6.157617097,989.6739318,195.6329073,10473.43039,533.5192848,11750.44501,0,10473.43039,0,11750.44501,0.114078125
"Lateral visual area, layer 2/3",3013.895578,254.0704833,3074.254008,21.95448877,5782.671904,1552.490925,1376.668718,1987.836185,13247.49021,473.2359612,1376.668718,473.2359612,74926.24264,0.254984375
"Lateral visual area, layer 4",7719.251716,1020.624889,6423.039253,36.42806448,3797.019716,130.7546283,475.9586078,1259.808009,18415.26929,608.1615499,475.9586078,608.1615499,81503.08263,0.1038125
"Lateral visual area, layer 5",8032.366176,1629.15679,8745.957887,272.1094894,1750.170869,512.9959294,1935.872103,1289.651991,20464.36703,728.9156754,1935.872103,728.9156754,64484.72424,0.2464375
"Lateral visual area, layer 6a",2945.835819,280.4573566,4942.842512,229.493373,962.0164478,65.05905241,7331.172493,762.1165875,16181.86727,578.0609248,7331.172493,578.0609248,83644.5531,0.146515625
"Lateral visual area, layer 6b",2945.844394,15.67026278,4942.707285,94.79383648,962.0608608,61.32961213,0,0,8850.61254,153.4092959,0,153.4092959,43174.37749,0.037265625
Primary visual area,7389.292972,0,4550.772249,0,2744.203991,0,14456.39084,0,29140.66005,0,14456.39084,0,99795.36644,6.2301875
"Primary visual area, layer 1",46.98459983,0,361.7237447,2.230863649,1189.470333,0,41602.99026,0,43201.16894,0,41602.99026,0,43201.16894,0.861140625
"Primary visual area, layer 2/3",4089.52455,580.7883712,2262.132101,26.72592711,5442.920307,150.595735,15321.41653,1667.516614,27115.99349,1312.567185,15321.41653,1312.567185,108787.5145,1.790171875
"Primary visual area, layer 4",11401.75048,1086.045978,6182.828632,125.6078589,3029.474164,89.87061433,11589.94288,2872.22876,32203.99616,2444.195524,11589.94288,2444.195524,130640.0342,0.8195
"Primary visual area, layer 5",13041.61145,184.469182,8266.482978,307.1172532,1541.772278,25.60110349,6550.13117,695.5442261,29399.99787,318.973985,6550.13117,318.973985,105268.5414,1.633453125
